antecedents_str,consequents_str,support,confidence,lift,conviction,zhang,leverage,antecedents_len,consequents_len
ache all over,leg pain,0.014133318893160773,0.3790299157711298,4.875014246096569,1.4851770227204264,0.8256597053585883,0.011234185028172104,1,1
allergic reaction,cough,0.012866193751015324,0.41250000000000003,4.6055849455864575,1.5496763058658978,0.8080768559780354,0.010072586879570031,1,1
chest tightness,sharp chest pain,0.02011155033302648,0.47060314242270657,4.5982159953016515,1.6956188238225418,0.8174590289133669,0.015737777906160065,1,1
side pain,back pain,0.019754156062164942,0.4724164724164724,4.524486565768591,1.6975259374820808,0.8129751061269264,0.015388101312080998,1,1
"sharp abdominal pain, vomiting",nausea,0.015920290247468456,0.5145257262863143,4.507897612358557,1.8247336965265777,0.8030136925688266,0.012388646093922814,2,1
"leg pain, low back pain",back pain,0.01063518709048573,0.45399907535829864,4.348097150006069,1.6402659443279077,0.7884850500238828,0.008189246550617413,2,1
low back pain,back pain,0.025504954784209673,0.45262348645012496,4.334922686585654,1.6361438609289698,0.8152542746232794,0.019621353938654957,1,1
leg swelling,leg pain,0.010483565278605078,0.336812804453723,4.332025393402217,1.3906337563315205,0.793870956835062,0.008063550544949128,1,1
burning abdominal pain,nausea,0.0164184762007906,0.4854306756324048,4.252988085636027,1.7215586396076972,0.7916466610559272,0.012558019535924293,1,1
abnormal involuntary movements,depressive or psychotic symptoms,0.016028591541668923,0.3105329416701637,4.233435577899685,1.3440055217180844,0.8053547426539011,0.012242401520177887,1,1
"lower abdominal pain, pelvic pain",sharp abdominal pain,0.011306655114528618,0.5315682281059063,4.0617636827340995,1.8554008678229792,0.7701836249218896,0.008522973936179573,2,1
neck pain,back pain,0.024454432230465156,0.4172980964701534,3.9965999105457546,1.5369552027136257,0.796461410004011,0.01833562304820558,1,1
blood in stool,sharp abdominal pain,0.012703741809714626,0.5194862710363153,3.9694442929607887,1.8087489778129575,0.7668279088419578,0.009503358866378504,1,1
weakness,dizziness,0.016873341636432556,0.34660734149054506,3.9525736540112977,1.396263686474649,0.7852262238379502,0.012604391045389546,1,1
upper abdominal pain,sharp abdominal pain,0.012757892456814858,0.5153105861767279,3.93753748548727,1.7931662860808009,0.7649731203692327,0.009517823631099013,1,1
arm pain,leg pain,0.017003303189473115,0.3059236165237724,3.93473424317071,1.3287449664753983,0.789747577053352,0.0126819685989643,1,1
irregular heartbeat,sharp chest pain,0.010201981913683869,0.4018771331058021,3.9267010672300775,1.5007874245666424,0.7647470337975057,0.00760387685322394,1,1
cramps and spasms,sharp abdominal pain,0.014436562516922078,0.5138781804163455,3.926592336042971,1.7878825452281366,0.7668702062022231,0.010759948985029296,1,1
shoulder pain,leg pain,0.013949206693019982,0.30363036303630364,3.9052388314468724,1.3243692027048635,0.7797568429411802,0.010377285155035103,1,1
lower abdominal pain,sharp abdominal pain,0.03578274760383387,0.5090909090909091,3.890012337877284,1.7704473846240243,0.7990980421523843,0.026584127009391247,1,1
ache all over,back pain,0.015118860670385011,0.40546035434214345,3.8832259950401222,1.506353241204574,0.7712402639331691,0.011225484212332947,1,1
neck pain,leg pain,0.017598960307575677,0.300314174829052,3.8625866183090283,1.31809230331079,0.787239824001869,0.013042697355657672,1,1
burning abdominal pain,sharp abdominal pain,0.017068283965993393,0.5046429715017611,3.8560252212524917,1.7545500842555364,0.7665937078870589,0.012641890727712298,1,1
difficulty speaking,dizziness,0.01079763903178643,0.3347884486232371,3.8177956531587744,1.3714561032467236,0.7626663577917746,0.007969399908287858,1,1
sharp chest pain,shortness of breath,0.03446147181458818,0.3367195767195767,3.8087715443344496,1.374371414485053,0.8215271194854843,0.025413548773404564,1,1
shortness of breath,sharp chest pain,0.03446147181458818,0.3898076687492343,3.808771544334449,1.4711021935338906,0.8089658710563413,0.025413548773404564,1,1
diarrhea,nausea,0.013645963069258677,0.4340337581811919,3.8026859343068935,1.5652192667804634,0.7609522158894867,0.01005745660172525,1,1
blood in stool,nausea,0.010591866572805544,0.433126660761736,3.7947386110100476,1.5627146396274434,0.7549388386255222,0.0078006686383617005,1,1
ear pain,cough,0.015541235717766827,0.33956460009465217,3.791257236969735,1.3785372949825165,0.7715475403189817,0.011442005634875227,1,1
chest tightness,cough,0.014404072128661937,0.33705017739483023,3.763183570707575,1.3733088065677614,0.7670478677772393,0.010576442713827518,1,1
hip pain,back pain,0.01989494774462555,0.3896076352067869,3.731399335838468,1.4672312006470383,0.771394564319101,0.014563181842878387,1,1
pelvic pain,sharp abdominal pain,0.02301402501759896,0.48760899495181276,3.725866976901327,1.6962216501174157,0.7678466925513285,0.016837200895783715,1,1
diarrhea,vomiting,0.01348351112795798,0.42886668963141583,3.7008790455249327,1.548005691762106,0.7534833402848358,0.009840184512282142,1,1
diarrhea,sharp abdominal pain,0.015032219635024638,0.47812607647261457,3.6534070896308233,1.6653997774283302,0.7498583439049082,0.010917644044012785,1,1
lower body pain,back pain,0.012757892456814858,0.37889996783531676,3.6288485146845737,1.4419363643244318,0.7496726231556297,0.009242206308663866,1,1
vaginal discharge,sharp abdominal pain,0.01647262684789083,0.4614684466019417,3.5261245462587127,1.613886337029051,0.7429219512057887,0.011801031550620742,1,1
facial pain,headache,0.011339145502788759,0.34714854111405835,3.5112236327929214,1.3803013476635728,0.7393488475404679,0.008109745530400985,1,1
shoulder pain,back pain,0.016461796718470787,0.35832154644035835,3.4317622643471104,1.3956939294021187,0.7427264218974327,0.011664903620864963,1,1
pain during pregnancy,sharp abdominal pain,0.013234418151296909,0.4479472140762463,3.4228075150389112,1.5743579930202478,0.7293917573549984,0.009367879325158316,1,1
vaginal pain,sharp abdominal pain,0.011165863432068013,0.44401378122308355,3.392751778321203,1.5632198905938814,0.7234469300657003,0.007874769900435383,1,1
"nausea, sharp abdominal pain",vomiting,0.015920290247468456,0.38776048536006325,3.3461555528711626,1.4440714688686156,0.7311692069310557,0.011162504784145306,2,1
painful urination,sharp abdominal pain,0.013505171386798073,0.4369306236860547,3.3386286939797962,1.543555292915744,0.7228175304820931,0.009460046089950732,1,1
suprapubic pain,sharp abdominal pain,0.010656847349325824,0.42894507410636445,3.2776103457142636,1.521970438707048,0.712603824653322,0.007405439700072916,1,1
side pain,nausea,0.01556289597660692,0.37218337218337216,3.2607981469353513,1.4110191205398765,0.723583348242431,0.010790170013414858,1,1
side pain,sharp abdominal pain,0.017566469919315535,0.4200984200984201,3.210012216136016,1.498752109341838,0.7185197002570534,0.012094070209740349,1,1
difficulty speaking,headache,0.010201981913683869,0.3163196776359973,3.1994060066294017,1.3180600918986483,0.710352355316458,0.007013270667738646,1,1
nausea,vomiting,0.042129203443981154,0.36910522820001895,3.185171144471846,1.401370965055013,0.774438565012387,0.0289025347555183,1,1
vomiting,nausea,0.042129203443981154,0.36355140186915885,3.1851711444718456,1.391881871754887,0.7759659075611345,0.0289025347555183,1,1
intermenstrual bleeding,sharp abdominal pain,0.014025017598960307,0.41334184487711456,3.1583845785111198,1.4814908963570166,0.7073845670132749,0.009584450831257883,1,1
coryza,sharp chest pain,0.012075594303351925,0.31443880428652005,3.072349946433421,1.3093729379568348,0.701454655408926,0.008145184514789251,1,1
"nausea, vomiting",sharp abdominal pain,0.015920290247468456,0.377892030848329,2.8875091582572376,1.397070539497079,0.6824310276996773,0.010406787302571415,2,1
leg pain,back pain,0.02339307954730059,0.30087755954868367,2.8816024749432327,1.2810155567073314,0.7080189919415869,0.015274999503049716,1,1
nausea,sharp abdominal pain,0.041057020631396546,0.3597115475851599,2.7485903464312926,1.3574018285200191,0.718145340224593,0.02611953797425775,1,1
sharp abdominal pain,nausea,0.041057020631396546,0.31372062231049325,2.7485903464312926,1.2908172602017474,0.7319711436494352,0.02611953797425775,1,1
side pain,vomiting,0.01290951426869551,0.3087283087283087,2.6641521856475125,1.278972691011031,0.6519055839102164,0.008063877319634398,1,1
